Capital Investment Budgeted,Construction Complexity,Design Complexity,Operative + Fuel Costs,Design Maturity,Licensing Status,Supplier Availbility,Discharge Burnup,Load following Capabilities,Net Power Output,Thermal Efficiency,Electricity Market Benefit,GHGe Benefit,Nuclear Waste,Percived Safety
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.625,0.056,0.056,0.071,0.001,0.001,0.001,0.004,0.048,0.091,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.642,0.057,0.057,0.073,0.001,0.018,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.633,0.059,0.056,0.072,0.001,0.001,0.001,0.005,0.048,0.077,0.036,0.001,0.001,0.007,0.001
0.017,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.005,0.462,0.469,0.028,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.021,0.232,0.001,0.255,0.001,0.001,0.012,0.017,0.001,0.135,0.307,0.008,0.006,0.002,0.001
0.121,0.08,0.091,0.039,0.1,0.03,0.021,0.002,0.012,0.015,0.061,0.136,0.091,0.033,0.169
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.56,0.193,0.05,0.063,0.001,0.001,0.001,0.004,0.043,0.044,0.032,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.59,0.14,0.062,0.067,0.001,0.001,0.001,0.004,0.045,0.047,0.034,0.001,0.001,0.006,0.001
0.617,0.055,0.11,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.007,0.001
0.386,0.034,0.047,0.043,0.118,0.013,0.076,0.002,0.029,0.04,0.022,0.021,0.09,0.026,0.054
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.053,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.059,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.58,0.163,0.052,0.065,0.001,0.001,0.001,0.004,0.044,0.046,0.033,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.534,0.23,0.047,0.06,0.001,0.001,0.001,0.004,0.041,0.042,0.031,0.001,0.001,0.006,0.001
0.412,0.218,0.232,0.045,0.001,0.001,0.001,0.002,0.021,0.04,0.021,0.001,0.001,0.003,0.001
0.017,0.005,0.845,0.08,0.001,0.001,0.001,0.004,0.001,0.026,0.014,0.001,0.001,0.001,0.001
0.611,0.054,0.054,0.069,0.001,0.001,0.001,0.004,0.047,0.112,0.035,0.001,0.001,0.007,0.001
0.57,0.161,0.051,0.064,0.001,0.001,0.001,0.004,0.043,0.062,0.033,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.059,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.018,0.001,0.049,0.149,0.001,0.06,0.001,0.014,0.001,0.409,0.21,0.046,0.001,0.038,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.616,0.055,0.111,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.007,0.001
0.592,0.053,0.054,0.067,0.001,0.003,0.016,0.004,0.045,0.121,0.034,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.62,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.1,0.036,0.001,0.001,0.007,0.001
0.02,0.013,0.008,0.001,0.001,0.001,0.001,0.022,0.001,0.612,0.098,0.001,0.204,0.016,0.001
0.691,0.043,0.043,0.051,0.014,0.012,0.012,0.003,0.042,0.035,0.009,0.012,0.012,0.006,0.014
0.59,0.053,0.149,0.067,0.001,0.001,0.001,0.004,0.045,0.047,0.034,0.001,0.001,0.006,0.001
0.56,0.192,0.05,0.063,0.001,0.001,0.001,0.004,0.043,0.044,0.032,0.001,0.001,0.006,0.001
0.62,0.081,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.073,0.036,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.651,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.053,0.038,0.001,0.001,0.007,0.001
0.574,0.051,0.149,0.065,0.001,0.025,0.001,0.004,0.044,0.045,0.033,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.65,0.063,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.539,0.048,0.222,0.061,0.001,0.001,0.001,0.004,0.041,0.043,0.031,0.001,0.001,0.006,0.001
0.632,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.082,0.036,0.001,0.001,0.007,0.001
0.612,0.055,0.055,0.069,0.001,0.001,0.001,0.004,0.047,0.111,0.035,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.642,0.057,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.024,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.022,0.001,0.001,0.001,0.001,0.001,0.001,0.019,0.001,0.498,0.449,0.001,0.001,0.001,0.001
0.623,0.101,0.056,0.07,0.001,0.001,0.001,0.004,0.048,0.049,0.036,0.001,0.001,0.007,0.001
0.017,0.001,0.001,0.002,0.001,0.041,0.551,0.041,0.001,0.229,0.111,0.001,0.001,0.002,0.001
0.649,0.058,0.058,0.073,0.001,0.007,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.621,0.051,0.051,0.064,0.001,0.001,0.001,0.004,0.051,0.04,0.11,0.001,0.001,0.002,0.001
0.628,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.045,0.001
0.222,0.017,0.017,0.021,0.001,0.001,0.001,0.021,0.018,0.174,0.501,0.001,0.001,0.002,0.001
0.477,0.042,0.042,0.054,0.173,0.019,0.019,0.003,0.036,0.1,0.027,0.001,0.001,0.005,0.001
0.631,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.04,0.001
0.611,0.119,0.054,0.069,0.001,0.001,0.001,0.004,0.047,0.048,0.035,0.001,0.001,0.007,0.001
0.576,0.169,0.051,0.065,0.001,0.001,0.001,0.004,0.044,0.046,0.033,0.001,0.001,0.006,0.001
0.612,0.055,0.055,0.069,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.068,0.001
0.016,0.287,0.605,0.041,0.001,0.001,0.001,0.001,0.001,0.007,0.001,0.001,0.035,0.001,0.001
0.641,0.057,0.076,0.072,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.438,0.039,0.039,0.049,0.272,0.03,0.03,0.003,0.033,0.034,0.025,0.001,0.001,0.004,0.001
0.64,0.077,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.633,0.056,0.056,0.072,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.031,0.001,0.007,0.001
0.604,0.054,0.128,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.006,0.001
0.641,0.057,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.024,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.624,0.056,0.056,0.071,0.001,0.001,0.001,0.004,0.048,0.05,0.036,0.001,0.001,0.05,0.001
0.647,0.058,0.058,0.073,0.001,0.002,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.015,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.312,0.022,0.25,0.126,0.008,0.001,0.008,0.006,0.012,0.023,0.045,0.008,0.061,0.007,0.111
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.635,0.057,0.057,0.072,0.001,0.028,0.001,0.005,0.048,0.05,0.037,0.001,0.001,0.007,0.001
0.649,0.061,0.058,0.073,0.001,0.004,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.564,0.091,0.092,0.064,0.001,0.052,0.001,0.004,0.043,0.045,0.032,0.001,0.001,0.009,0.001
0.618,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.103,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.576,0.17,0.051,0.065,0.001,0.001,0.001,0.004,0.044,0.046,0.033,0.001,0.001,0.006,0.001
0.022,0.001,0.001,0.009,0.001,0.001,0.001,0.01,0.001,0.282,0.255,0.388,0.001,0.027,0.001
0.482,0.043,0.148,0.054,0.013,0.001,0.001,0.003,0.037,0.038,0.027,0.013,0.013,0.011,0.116
0.643,0.057,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.021,0.001
0.081,0.006,0.006,0.007,0.001,0.001,0.001,0.027,0.006,0.221,0.639,0.001,0.001,0.002,0.001
0.015,0.001,0.001,0.002,0.001,0.001,0.001,0.012,0.001,0.053,0.348,0.001,0.362,0.201,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.002,0.001,0.007,0.001
0.299,0.226,0.092,0.028,0.001,0.02,0.108,0.001,0.024,0.027,0.01,0.07,0.076,0.017,0.001
0.642,0.057,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.024,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.598,0.053,0.053,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.034,0.032,0.053,0.006,0.001
0.576,0.037,0.041,0.038,0.035,0.033,0.111,0.001,0.034,0.005,0.055,0.001,0.032,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.642,0.057,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.018,0.001,0.007,0.001
0.589,0.052,0.052,0.066,0.083,0.009,0.009,0.004,0.045,0.047,0.034,0.001,0.001,0.006,0.001
0.647,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.052,0.037,0.001,0.001,0.016,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.428,0.308,0.046,0.048,0.001,0.001,0.001,0.003,0.032,0.088,0.024,0.001,0.001,0.007,0.01
0.349,0.04,0.072,0.039,0.014,0.024,0.037,0.002,0.026,0.032,0.02,0.096,0.205,0.043,0.001
0.11,0.033,0.008,0.054,0.088,0.008,0.008,0.003,0.008,0.098,0.022,0.094,0.34,0.027,0.098
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.537,0.225,0.048,0.061,0.001,0.001,0.001,0.004,0.041,0.042,0.031,0.001,0.001,0.006,0.001
0.633,0.057,0.056,0.071,0.001,0.031,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.018,0.668,0.001,0.079,0.001,0.001,0.001,0.007,0.001,0.104,0.115,0.001,0.001,0.001,0.001
0.548,0.049,0.21,0.062,0.001,0.001,0.001,0.004,0.042,0.043,0.031,0.001,0.001,0.006,0.001
0.628,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.088,0.036,0.001,0.001,0.007,0.001
0.377,0.033,0.033,0.042,0.252,0.028,0.028,0.002,0.028,0.029,0.021,0.01,0.01,0.009,0.097
0.616,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.105,0.035,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.603,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.083,0.001
0.638,0.057,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.073,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.641,0.057,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.069,0.037,0.001,0.001,0.007,0.001
0.65,0.058,0.058,0.073,0.001,0.006,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.647,0.066,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.562,0.176,0.064,0.063,0.001,0.001,0.001,0.004,0.043,0.045,0.032,0.001,0.001,0.006,0.001
0.285,0.022,0.022,0.028,0.001,0.001,0.001,0.013,0.024,0.28,0.318,0.001,0.001,0.002,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.578,0.166,0.051,0.065,0.001,0.001,0.001,0.004,0.044,0.046,0.033,0.001,0.001,0.006,0.001
0.02,0.001,0.003,0.065,0.001,0.001,0.001,0.027,0.001,0.745,0.127,0.004,0.001,0.001,0.001
0.603,0.092,0.092,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.613,0.055,0.115,0.069,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.2,0.048,0.015,0.018,0.254,0.017,0.099,0.003,0.037,0.028,0.005,0.021,0.016,0.064,0.175
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.63,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.085,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.021,0.001,0.001,0.001,0.001,0.008,0.001,0.018,0.001,0.495,0.448,0.001,0.001,0.001,0.001
0.644,0.057,0.057,0.073,0.001,0.014,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.544,0.049,0.048,0.061,0.001,0.001,0.001,0.004,0.041,0.043,0.031,0.001,0.16,0.013,0.001
0.631,0.056,0.056,0.071,0.001,0.035,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.374,0.05,0.033,0.042,0.001,0.019,0.181,0.002,0.028,0.029,0.021,0.001,0.201,0.016,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.059,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.064,0.004,0.004,0.005,0.001,0.001,0.001,0.018,0.005,0.47,0.424,0.001,0.001,0.001,0.001
0.572,0.174,0.051,0.065,0.001,0.001,0.001,0.004,0.044,0.045,0.033,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.537,0.099,0.108,0.078,0.003,0.003,0.01,0.004,0.023,0.029,0.015,0.004,0.003,0.084,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.573,0.076,0.051,0.065,0.008,0.001,0.001,0.004,0.044,0.045,0.033,0.011,0.051,0.014,0.024
0.024,0.001,0.001,0.495,0.001,0.001,0.001,0.025,0.001,0.402,0.022,0.001,0.001,0.022,0.001
0.645,0.058,0.058,0.073,0.001,0.013,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.053,0.038,0.001,0.001,0.007,0.001
0.647,0.058,0.058,0.073,0.001,0.01,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.644,0.057,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.065,0.037,0.001,0.001,0.007,0.001
0.37,0.045,0.056,0.05,0.006,0.006,0.005,0.006,0.021,0.138,0.055,0.06,0.095,0.083,0.005
0.02,0.001,0.001,0.02,0.007,0.008,0.018,0.045,0.001,0.628,0.208,0.001,0.008,0.015,0.019
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.516,0.046,0.242,0.058,0.001,0.001,0.001,0.004,0.039,0.041,0.029,0.001,0.001,0.02,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.648,0.058,0.058,0.073,0.001,0.009,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.609,0.054,0.121,0.069,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.007,0.001
0.608,0.054,0.054,0.069,0.001,0.001,0.001,0.004,0.046,0.117,0.035,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.536,0.048,0.048,0.06,0.001,0.05,0.104,0.004,0.041,0.042,0.031,0.001,0.001,0.033,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.646,0.058,0.067,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.562,0.05,0.115,0.063,0.001,0.001,0.001,0.004,0.043,0.118,0.032,0.001,0.001,0.006,0.001
0.621,0.055,0.055,0.07,0.001,0.05,0.001,0.004,0.047,0.049,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.038,0.002,0.002,0.003,0.001,0.001,0.001,0.029,0.002,0.235,0.68,0.001,0.001,0.002,0.001
0.463,0.041,0.041,0.052,0.241,0.027,0.027,0.003,0.035,0.036,0.026,0.001,0.001,0.005,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.65,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.056,0.037,0.001,0.001,0.007,0.001
0.562,0.05,0.05,0.063,0.001,0.01,0.102,0.004,0.043,0.045,0.032,0.001,0.001,0.035,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.625,0.056,0.056,0.071,0.001,0.043,0.001,0.004,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.605,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.121,0.035,0.001,0.001,0.006,0.001
0.651,0.06,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.578,0.051,0.051,0.065,0.098,0.01,0.01,0.004,0.044,0.046,0.033,0.001,0.001,0.006,0.001
0.611,0.054,0.118,0.069,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.007,0.001
0.602,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.126,0.035,0.001,0.001,0.006,0.001
0.542,0.048,0.148,0.061,0.001,0.001,0.001,0.004,0.041,0.113,0.031,0.001,0.001,0.006,0.001
0.614,0.055,0.055,0.069,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.067,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.615,0.055,0.055,0.069,0.001,0.001,0.001,0.004,0.047,0.107,0.035,0.001,0.001,0.007,0.001
0.024,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.002,0.102,0.007,0.805,0.001,0.048,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.245,0.015,0.117,0.159,0.009,0.003,0.01,0.028,0.009,0.248,0.113,0.01,0.003,0.008,0.024
0.644,0.062,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.015,0.001
0.633,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.081,0.036,0.001,0.001,0.007,0.001
